,user,churn,predicted_churn
1249,23917,0.0,1
1250,61357,0.0,1
1251,27883,0.0,1
1252,65377,1.0,1
1253,67921,0.0,0
1254,62490,0.0,1
1255,30802,0.0,1
1256,58888,0.0,0
1257,8781,1.0,1
1258,30809,0.0,1
1259,978,1.0,1
1260,34003,0.0,1
1261,18671,1.0,0
1262,19324,1.0,1
1263,43024,0.0,0
1264,41302,1.0,1
1265,29492,1.0,1
1266,29696,0.0,1
1267,7212,0.0,1
1268,20625,1.0,1
1269,13408,0.0,0
1270,45802,1.0,1
1271,60494,0.0,1
1272,27700,1.0,1
1273,5941,1.0,0
1274,60253,0.0,1
1275,43417,0.0,1
1276,30987,0.0,1
1277,28902,0.0,0
1278,37733,0.0,0
1279,59405,0.0,1
1280,55626,0.0,1
1281,41296,0.0,0
1282,7362,0.0,1
1283,1503,0.0,1
1284,39672,1.0,1
1285,52784,1.0,0
1286,67360,0.0,0
1287,58092,1.0,1
1288,45953,1.0,1
1289,47363,0.0,0
1290,57109,0.0,1
1291,24243,0.0,0
1292,58419,0.0,0
1293,51439,1.0,1
1294,33828,0.0,1
1295,24907,1.0,0
1296,43763,0.0,0
1297,58820,1.0,0
1298,50434,1.0,1
1299,52713,0.0,0
1300,3543,1.0,1
1301,26060,0.0,1
1302,30276,0.0,1
1303,24940,0.0,0
1304,8559,0.0,0
1305,35130,1.0,0
1306,51453,0.0,1
1307,47046,0.0,1
1308,10702,1.0,1
1309,38035,1.0,0
1310,21196,1.0,0
1311,8100,0.0,1
1312,38279,1.0,1
1313,65037,1.0,1
1314,55439,0.0,0
1315,30007,1.0,0
1316,19730,0.0,1
1317,47541,0.0,0
1318,11453,1.0,0
1319,60962,1.0,1
1320,50746,0.0,1
1321,5307,1.0,1
1322,20242,0.0,1
1323,14322,0.0,1
1324,7358,1.0,1
1325,1552,0.0,0
1326,16927,0.0,1
1327,20983,0.0,1
1328,19608,1.0,1
1329,5003,1.0,1
1330,66870,1.0,1
1331,19398,0.0,0
1332,35160,1.0,1
1333,8670,0.0,0
1334,27652,0.0,1
1335,66508,1.0,0
1336,13500,1.0,1
1337,1571,1.0,1
1338,32380,1.0,1
1339,4016,1.0,1
1340,15899,1.0,1
1341,28146,1.0,1
1342,22683,1.0,0
1343,10875,1.0,1
1344,54708,0.0,0
1345,27576,0.0,1
1346,53270,0.0,1
1347,28449,0.0,0
1348,5531,0.0,0
1349,56051,1.0,0
1350,65573,0.0,1
1351,60624,0.0,1
1352,14288,0.0,0
1353,36966,1.0,1
1354,17738,1.0,1
1355,57796,0.0,1
1356,65028,1.0,1
1357,8736,1.0,1
1358,16738,0.0,1
1359,59291,0.0,0
1360,53906,1.0,1
1361,12182,1.0,0
1362,26487,1.0,1
1363,23595,0.0,1
1364,66894,0.0,0
1365,7315,1.0,0
1366,31753,0.0,0
1367,24147,0.0,0
1368,30374,0.0,1
1369,67222,0.0,1
1370,54292,1.0,1
1371,3880,0.0,1
1372,61317,0.0,1
1373,45550,0.0,0
1374,3715,1.0,0
1375,35987,0.0,1
1376,69653,1.0,1
1377,270,1.0,1
1378,35887,0.0,1
1379,65895,0.0,1
1380,7717,1.0,1
1381,44117,1.0,0
1382,26708,0.0,0
1383,1071,0.0,0
1384,34773,0.0,0
1385,63562,0.0,0
1386,32183,0.0,1
1387,2114,0.0,1
1388,13663,1.0,1
1389,39906,1.0,1
1390,32285,0.0,1
1391,18134,0.0,0
1392,57992,0.0,1
1393,42277,1.0,1
1394,25525,0.0,1
1395,66189,1.0,1
1396,48666,1.0,0
1397,25716,0.0,1
1398,18161,0.0,1
1399,66489,0.0,0
1400,5169,1.0,1
1401,49327,1.0,0
1402,38929,0.0,1
1403,19490,0.0,1
1404,69643,1.0,0
1405,38351,0.0,1
1406,48459,0.0,1
1407,16144,0.0,1
1408,27210,1.0,0
1409,46573,0.0,0
1410,37581,0.0,1
1411,11867,0.0,1
1412,56599,1.0,0
1413,10149,0.0,1
1414,413,0.0,1
1415,26716,0.0,0
1416,37625,0.0,0
1417,33945,0.0,0
1418,46306,0.0,1
1419,46739,0.0,1
1420,52950,1.0,0
1421,14251,0.0,1
1422,21497,0.0,0
1423,50105,0.0,0
1424,7760,0.0,1
1425,20304,0.0,0
1426,48909,1.0,1
1427,48195,1.0,1
1428,10060,1.0,0
1429,8696,1.0,1
1430,57991,0.0,1
1431,66617,1.0,1
1432,48311,0.0,0
1433,15908,1.0,1
1434,59240,1.0,1
1435,12958,1.0,0
1436,38048,1.0,0
1437,69364,0.0,1
1438,54706,1.0,0
1439,21263,0.0,0
1440,54503,1.0,0
1441,65643,0.0,1
1442,20188,0.0,0
1443,39517,0.0,0
1444,51402,1.0,1
1445,31032,1.0,0
1446,10587,1.0,0
1447,58158,0.0,0
1448,1451,0.0,1
1449,65030,0.0,1
1450,26231,0.0,1
1451,69527,1.0,0
1452,52498,0.0,1
1453,49818,1.0,0
1454,65800,0.0,1
1455,47436,1.0,0
1456,18404,0.0,1
1457,26852,0.0,1
1458,48561,0.0,1
1459,2233,0.0,1
1460,60529,0.0,0
1461,38952,0.0,1
1462,22551,0.0,1
1463,32907,1.0,1
1464,53518,0.0,0
1465,8655,1.0,0
1466,37808,1.0,1
1467,36222,1.0,0
1468,21810,1.0,1
1469,34964,0.0,1
1470,32874,0.0,0
1471,66680,0.0,0
1472,35567,0.0,1
1473,66549,0.0,1
1474,64089,0.0,0
1475,56897,0.0,0
1476,2218,0.0,1
1477,18903,1.0,1
1478,6938,0.0,0
1479,46361,0.0,1
1480,52002,0.0,1
1481,14604,1.0,1
1482,61810,0.0,1
1483,17652,1.0,1
1484,7126,0.0,1
1485,55045,0.0,1
1486,63867,0.0,1
1487,61719,0.0,0
1488,42293,0.0,0
1489,62930,1.0,0
1490,47397,0.0,1
1491,68711,0.0,1
1492,62715,0.0,1
1493,5132,1.0,1
1494,53047,1.0,0
1495,25892,1.0,1
1496,32764,0.0,1
1497,42049,0.0,1
1498,27403,0.0,1
1499,57976,1.0,1
1500,12203,0.0,1
1501,63784,1.0,1
1502,45439,0.0,1
1503,27271,0.0,0
1504,10201,1.0,0
1505,30310,0.0,1
1506,42745,1.0,0
1507,16881,0.0,1
1508,53537,0.0,1
1509,63792,1.0,0
1510,9312,1.0,1
1511,64078,0.0,1
1512,51592,0.0,0
1513,61028,0.0,1
1514,49869,1.0,0
1515,4764,0.0,0
1516,47689,0.0,0
1517,417,1.0,1
1518,56878,1.0,0
1519,38001,0.0,0
1520,30777,0.0,1
1521,67825,1.0,1
1522,67731,1.0,1
1523,8334,0.0,1
1524,9683,0.0,1
1525,55566,0.0,0
1526,26027,0.0,1
1527,25337,0.0,1
1528,35079,0.0,0
1529,37849,0.0,1
1530,56894,0.0,1
1531,46850,1.0,1
1532,39369,0.0,1
1533,25091,1.0,0
1534,23867,1.0,0
1535,12814,1.0,1
1536,46329,0.0,1
1537,45577,1.0,1
1538,61589,0.0,0
1539,55151,0.0,0
1540,59924,0.0,0
1541,24969,1.0,1
1542,33918,1.0,1
1543,7345,0.0,1
1544,30972,1.0,1
1545,26468,0.0,1
1546,61975,1.0,1
1547,58829,1.0,1
1548,33693,1.0,1
1549,11960,1.0,1
1550,25764,0.0,1
1551,42884,1.0,1
1552,66736,1.0,1
1553,14950,0.0,1
1554,30903,1.0,1
1555,60808,0.0,0
1556,68546,0.0,1
1557,56299,0.0,1
1558,22905,0.0,1
1559,31502,1.0,1
1560,37103,0.0,0
1561,57972,0.0,0
1562,9552,1.0,1
1563,51149,1.0,1
1564,41590,1.0,0
1565,40304,0.0,1
1566,24271,0.0,1
1567,17968,1.0,1
1568,9477,1.0,0
1569,42263,1.0,1
1570,6265,1.0,0
1571,61052,0.0,0
1572,62252,1.0,0
1573,20566,0.0,1
1574,9072,0.0,1
1575,53898,0.0,1
1576,48700,1.0,0
1577,33761,0.0,0
1578,41471,0.0,1
1579,16040,0.0,1
1580,32806,0.0,0
1581,6937,1.0,1
1582,53004,1.0,0
1583,33171,1.0,1
1584,33747,0.0,0
1585,65772,0.0,0
1586,37907,1.0,1
1587,5420,0.0,1
1588,37706,0.0,1
1589,48696,0.0,0
1590,46759,0.0,0
1591,66876,0.0,0
1592,29899,0.0,1
1593,38658,1.0,1
1594,25815,1.0,1
1595,30783,1.0,1
1596,39431,1.0,1
1597,5451,0.0,0
1598,9232,0.0,1
1599,34586,0.0,1
1600,53379,0.0,1
1601,17771,1.0,0
1602,32326,0.0,1
1603,7044,1.0,1
1604,6934,1.0,1
1605,16285,0.0,1
1606,52066,1.0,1
1607,57764,1.0,1
1608,4523,0.0,0
1609,64678,1.0,0
1610,25034,0.0,0
1611,28797,0.0,1
1612,22453,1.0,0
1613,29923,1.0,0
1614,65496,1.0,1
1615,49309,0.0,1
1616,58094,1.0,0
1617,28143,0.0,1
1618,63199,0.0,0
1619,213,0.0,1
1620,43091,1.0,1
1621,47387,1.0,1
1622,50896,0.0,1
1623,40313,1.0,1
1624,38633,0.0,1
1625,31574,0.0,0
1626,28509,1.0,0
1627,42095,1.0,0
1628,59213,1.0,0
1629,12109,0.0,0
1630,38833,0.0,1
1631,12106,1.0,0
1632,52916,0.0,1
1633,24617,0.0,1
1634,15149,0.0,1
1635,55303,0.0,0
1636,377,1.0,0
1637,55672,0.0,1
1638,3109,1.0,1
1639,4871,1.0,1
1640,18824,0.0,1
1641,5694,1.0,1
1642,40703,1.0,1
1643,41300,1.0,1
1644,53720,0.0,1
1645,39141,0.0,1
1646,47919,1.0,1
1647,2338,1.0,0
1648,26292,1.0,0
1649,63938,1.0,1
1650,55590,0.0,1
1651,8796,0.0,0
1652,58691,1.0,1
1653,63520,1.0,1
1654,2032,0.0,1
1655,15872,1.0,1
1656,69088,0.0,1
1657,36427,1.0,1
1658,17866,0.0,0
1659,55732,0.0,1
1660,37090,1.0,1
1661,56960,0.0,1
1662,48878,1.0,1
1663,13394,0.0,1
1664,6339,1.0,1
1665,20605,1.0,1
1666,68449,0.0,0
1667,1982,0.0,1
1668,39899,0.0,1
1669,65297,1.0,1
1670,65395,1.0,0
1671,10612,1.0,1
1672,53107,0.0,0
1673,13047,1.0,1
1674,46882,1.0,1
1675,4857,1.0,1
1676,69066,0.0,1
1677,57459,0.0,1
1678,36442,1.0,1
1679,26162,1.0,0
1680,43481,0.0,1
1681,21206,1.0,0
1682,58176,1.0,1
1683,67546,0.0,1
1684,18557,1.0,1
1685,15396,1.0,0
1686,1495,0.0,1
1687,24075,0.0,1
1688,68608,1.0,0
1689,47388,1.0,1
1690,7146,1.0,1
1691,57610,0.0,0
1692,38590,0.0,0
1693,25021,0.0,0
1694,67871,0.0,1
1695,48554,1.0,1
1696,35776,0.0,0
1697,58689,1.0,1
1698,32075,1.0,0
1699,29804,1.0,1
1700,8456,0.0,1
1701,9128,0.0,1
1702,57717,0.0,1
1703,34547,1.0,0
1704,62727,1.0,1
1705,768,1.0,1
1706,11994,1.0,1
1707,48745,0.0,1
1708,38943,1.0,0
1709,10280,0.0,0
1710,40228,1.0,1
1711,60359,0.0,1
1712,6993,0.0,1
1713,34571,0.0,1
1714,63222,1.0,0
1715,9843,0.0,1
1716,55334,0.0,0
1717,266,1.0,0
1718,8635,0.0,0
1719,37983,0.0,0
1720,52816,0.0,0
1721,29303,1.0,0
1722,31868,0.0,1
1723,3139,0.0,0
1724,41978,1.0,0
1725,8812,0.0,0
1726,28712,1.0,1
1727,31137,0.0,0
1728,60301,1.0,1
1729,29433,1.0,0
1730,6774,0.0,1
1731,27069,1.0,0
1732,7652,0.0,1
1733,38870,1.0,0
1734,25583,0.0,0
1735,11274,0.0,1
1736,14669,0.0,1
1737,26874,1.0,1
1738,5780,0.0,1
1739,25504,0.0,1
1740,25513,1.0,1
1741,31,0.0,0
1742,58437,1.0,0
1743,13306,1.0,0
1744,28534,1.0,0
1745,57247,0.0,0
1746,5660,0.0,1
1747,3790,1.0,0
1748,58626,0.0,1
1749,32143,0.0,0
1750,23019,1.0,0
1751,44352,0.0,0
1752,27481,0.0,0
1753,52528,1.0,1
1754,65078,0.0,0
1755,19351,0.0,1
1756,61150,0.0,0
1757,26452,0.0,0
1758,22851,1.0,0
1759,3700,1.0,1
1760,36637,0.0,1
1761,28446,0.0,1
1762,28124,0.0,1
1763,23734,0.0,1
1764,34591,0.0,1
1765,47146,1.0,1
1766,36484,0.0,1
1767,49937,0.0,0
1768,1022,0.0,1
1769,15382,1.0,1
1770,44600,0.0,1
1771,55924,1.0,0
1772,61102,0.0,1
1773,42461,1.0,1
1774,69344,1.0,1
1775,39008,0.0,1
1776,59969,1.0,0
1777,63894,1.0,0
1778,4750,1.0,1
1779,42085,0.0,0
1780,66932,0.0,0
1781,66242,1.0,1
1782,26689,0.0,1
1783,69080,0.0,1
1784,34617,1.0,0
1785,56956,1.0,1
1786,61928,0.0,1
1787,50688,1.0,1
1788,21999,1.0,1
1789,22285,0.0,1
1790,32154,0.0,1
1791,46913,0.0,1
1792,36914,0.0,1
1793,63985,0.0,0
1794,25779,0.0,0
1795,61230,0.0,0
1796,20531,0.0,0
1797,69123,1.0,1
1798,51854,0.0,0
1799,55265,0.0,0
1800,51219,1.0,1
1801,7106,1.0,1
1802,57473,0.0,1
1803,46970,1.0,1
1804,10008,0.0,0
1805,36006,1.0,1
1806,3439,0.0,1
1807,53562,0.0,0
1808,42142,0.0,1
1809,49422,0.0,0
1810,37001,0.0,1
1811,42635,1.0,1
1812,42386,0.0,1
1813,56812,0.0,1
1814,45492,0.0,0
1815,42339,0.0,0
1816,34134,0.0,1
1817,58808,0.0,0
1818,60544,0.0,0
1819,13602,1.0,1
1820,6473,0.0,1
1821,66807,1.0,0
1822,50783,1.0,0
1823,30550,1.0,0
1824,62786,0.0,1
1825,19130,0.0,1
1826,54880,1.0,1
1827,56724,1.0,0
1828,40541,1.0,1
1829,61376,0.0,1
1830,45999,0.0,1
1831,21217,0.0,1
1832,67249,0.0,0
1833,49011,1.0,0
1834,36453,0.0,1
1835,42369,0.0,1
1836,41554,1.0,1
1837,678,0.0,1
1838,28662,0.0,0
1839,19967,0.0,0
1840,45823,0.0,1
1841,46129,0.0,1
1842,46515,0.0,1
1843,27050,1.0,1
1844,51860,1.0,1
1845,19575,1.0,1
1846,13551,0.0,1
1847,67939,1.0,0
1848,64867,1.0,1
1849,48521,0.0,1
1850,17440,1.0,1
1851,39632,1.0,0
1852,51499,1.0,1
1853,42661,1.0,0
1854,9687,0.0,0
1855,42929,0.0,1
1856,11955,0.0,0
1857,12041,1.0,1
1858,14107,0.0,1
1859,64332,0.0,1
1860,3777,1.0,0
1861,45698,0.0,1
1862,68476,0.0,0
1863,63463,1.0,0
1864,59608,0.0,0
1865,47080,1.0,0
1866,24711,1.0,1
1867,22414,1.0,1
1868,65732,1.0,1
1869,51654,1.0,0
1870,64594,0.0,1
1871,69321,0.0,1
1872,3247,0.0,1
1873,59076,1.0,1
1874,5367,0.0,0
1875,11487,0.0,0
1876,43098,1.0,0
1877,16885,0.0,1
1878,59374,1.0,1
1879,56839,0.0,1
1880,50488,0.0,1
1881,8310,1.0,1
1882,42782,0.0,0
1883,24766,1.0,1
1884,14268,1.0,0
1885,15478,1.0,1
1886,15967,0.0,0
1887,25897,0.0,1
1888,18038,1.0,1
1889,47461,0.0,1
1890,67581,1.0,1
1891,48523,0.0,0
1892,20426,0.0,1
1893,1943,0.0,0
1894,59952,1.0,0
1895,51498,1.0,0
1896,65973,1.0,1
1897,14531,1.0,1
1898,14443,0.0,1
1899,43341,1.0,1
1900,45552,0.0,1
1901,6467,0.0,1
1902,3349,1.0,0
1903,14072,1.0,1
1904,21645,0.0,1
1905,34324,1.0,1
1906,27221,0.0,0
1907,58253,0.0,1
1908,68841,1.0,0
1909,30460,0.0,1
1910,13976,0.0,1
1911,16050,0.0,0
1912,8688,0.0,0
1913,14718,0.0,1
1914,12436,1.0,1
1915,11438,0.0,1
1916,10363,1.0,1
1917,6807,1.0,1
1918,67645,1.0,0
1919,14569,0.0,0
1920,55474,0.0,0
1921,57863,1.0,1
1922,61425,0.0,1
1923,29464,1.0,0
1924,68905,0.0,1
1925,57868,0.0,1
1926,20679,0.0,0
1927,6114,0.0,0
1928,3233,0.0,0
1929,36983,0.0,1
1930,44958,0.0,0
1931,54565,1.0,0
1932,36855,0.0,1
1933,30538,0.0,1
1934,66716,0.0,1
1935,26781,1.0,0
1936,64006,0.0,1
1937,33642,0.0,1
1938,22032,1.0,1
1939,63314,1.0,1
1940,56363,0.0,0
1941,37390,1.0,0
1942,69550,0.0,1
1943,24114,1.0,1
1944,28569,0.0,0
1945,42805,1.0,0
1946,35690,1.0,1
1947,36574,0.0,1
1948,23479,0.0,1
1949,62115,1.0,1
1950,58472,0.0,1
1951,26748,0.0,1
1952,31084,1.0,0
1953,16921,0.0,1
1954,42997,0.0,1
1955,44376,0.0,1
1956,1935,1.0,0
1957,59859,1.0,0
1958,42775,0.0,0
1959,28537,0.0,1
1960,48213,0.0,1
1961,58697,0.0,1
1962,59503,0.0,1
1963,47980,0.0,0
1964,635,1.0,1
1965,55522,1.0,1
1966,23396,0.0,1
1967,18834,0.0,0
1968,13870,0.0,0
1969,52119,0.0,1
1970,62791,0.0,1
1971,60735,0.0,0
1972,12063,1.0,1
1973,58389,0.0,1
1974,24697,0.0,0
1975,31573,1.0,1
1976,44501,0.0,0
1977,37104,0.0,0
1978,62761,0.0,0
1979,68258,0.0,0
1980,32324,1.0,0
1981,22967,1.0,0
1982,63698,1.0,0
1983,63150,0.0,1
1984,67205,0.0,0
1985,29127,0.0,1
1986,28962,1.0,1
1987,50138,1.0,1
1988,10929,0.0,1
1989,47222,0.0,0
1990,38159,0.0,1
1991,7155,0.0,0
1992,43925,1.0,1
1993,6276,1.0,1
1994,69484,1.0,1
1995,39648,1.0,1
1996,30034,0.0,0
1997,49528,0.0,0
1998,36084,1.0,1
1999,31974,1.0,1
2000,30737,1.0,0
2001,21574,0.0,1
2002,55853,1.0,1
2003,6834,0.0,1
2004,21201,0.0,1
2005,38628,1.0,1
2006,39072,1.0,0
2007,7421,0.0,1
2008,55165,1.0,0
2009,6072,1.0,0
2010,21749,0.0,1
2011,7955,0.0,1
2012,9114,0.0,0
2013,6285,0.0,1
2014,33323,0.0,1
2015,16433,1.0,1
2016,64879,0.0,1
2017,14635,0.0,1
2018,59891,0.0,0
2019,2643,0.0,1
2020,28676,1.0,0
2021,10239,0.0,0
2022,29656,1.0,1
2023,23550,1.0,1
2024,307,0.0,1
2025,28670,1.0,1
2026,56938,1.0,0
2027,57931,0.0,0
2028,44380,1.0,1
2029,11391,1.0,1
2030,11637,0.0,1
2031,32510,1.0,1
2032,60769,1.0,1
2033,13741,1.0,1
2034,33863,1.0,1
2035,63428,0.0,1
2036,7828,1.0,1
2037,21760,1.0,1
2038,49580,1.0,1
2039,37443,0.0,1
2040,38820,1.0,1
2041,67243,1.0,1
2042,7728,0.0,0
2043,58160,1.0,1
2044,13144,0.0,1
2045,28177,0.0,1
2046,48079,1.0,1
2047,37448,0.0,1
2048,45135,1.0,1
2049,46402,1.0,1
2050,23351,0.0,1
2051,20404,0.0,1
2052,61158,1.0,0
2053,5274,1.0,0
2054,14106,0.0,1
2055,57237,0.0,1
2056,6386,0.0,1
2057,43337,1.0,0
2058,32888,0.0,0
2059,33884,0.0,1
2060,62826,1.0,1
2061,65393,1.0,1
2062,29729,0.0,1
2063,46760,0.0,1
2064,34054,1.0,0
2065,62529,0.0,0
2066,51177,0.0,1
2067,46874,1.0,1
2068,65374,0.0,1
2069,31663,1.0,1
2070,24647,1.0,1
2071,6438,0.0,0
2072,18860,0.0,1
2073,58847,0.0,1
2074,7899,0.0,0
2075,15968,0.0,1
2076,68323,0.0,1
2077,67974,0.0,1
2078,8020,0.0,1
2079,47316,0.0,1
2080,69548,0.0,1
2081,52777,0.0,1
2082,33514,0.0,0
2083,27479,0.0,1
2084,46228,1.0,0
2085,24263,0.0,1
2086,54630,0.0,1
2087,2207,0.0,1
2088,44151,1.0,1
2089,40362,1.0,1
2090,45535,0.0,0
2091,22916,1.0,1
2092,24509,1.0,1
2093,10532,0.0,1
2094,28519,0.0,1
2095,7255,0.0,0
2096,37692,0.0,1
2097,27016,1.0,1
2098,51473,1.0,1
2099,46857,1.0,0
2100,62230,0.0,1
2101,15970,0.0,1
2102,40235,0.0,0
2103,14281,1.0,1
2104,644,0.0,0
2105,44473,0.0,1
2106,28092,0.0,1
2107,7586,0.0,1
2108,56216,1.0,1
2109,64565,1.0,1
2110,11701,0.0,0
2111,10134,0.0,1
2112,1757,0.0,0
2113,38987,0.0,1
2114,53649,0.0,0
2115,52668,0.0,1
2116,36098,0.0,1
2117,41389,0.0,0
2118,49654,1.0,1
2119,64305,0.0,1
2120,56215,1.0,1
2121,32061,0.0,0
2122,62274,0.0,1
2123,18836,0.0,0
2124,46932,1.0,1
2125,34243,0.0,1
2126,22556,0.0,1
2127,9501,0.0,0
2128,25465,0.0,1
2129,55894,0.0,0
2130,53576,0.0,0
2131,55716,0.0,1
2132,9206,0.0,0
2133,28011,1.0,0
2134,18887,0.0,1
2135,63932,0.0,1
2136,22239,1.0,0
2137,31339,1.0,1
2138,361,1.0,0
2139,64460,1.0,1
2140,38180,0.0,1
2141,41250,1.0,1
2142,44581,0.0,0
2143,48935,0.0,0
2144,23986,1.0,0
2145,19922,1.0,1
2146,1690,0.0,0
2147,45256,1.0,1
2148,27525,1.0,0
2149,61065,1.0,1
2150,43847,1.0,1
2151,45649,1.0,1
2152,3884,0.0,0
2153,30896,0.0,1
2154,26872,0.0,1
2155,11796,1.0,0
2156,41409,0.0,1
2157,49698,0.0,1
2158,20176,0.0,1
2159,24409,1.0,1
2160,20381,1.0,1
2161,2864,0.0,0
2162,22672,1.0,0
2163,36469,1.0,0
2164,16581,1.0,1
2165,49621,0.0,0
2166,27165,0.0,1
2167,5816,1.0,1
2168,19305,1.0,0
2169,26523,1.0,0
2170,38044,1.0,1
2171,35533,1.0,0
2172,31470,0.0,0
2173,32964,1.0,0
2174,62598,1.0,1
2175,38314,0.0,1
2176,18453,1.0,0
2177,25035,0.0,1
2178,13113,1.0,0
2179,38495,1.0,1
2180,945,0.0,0
2181,48072,1.0,0
2182,35644,0.0,1
2183,61040,1.0,1
2184,59625,0.0,0
2185,35761,0.0,0
2186,35954,1.0,0
2187,69358,0.0,0
2188,55127,0.0,0
2189,5135,1.0,1
2190,54331,1.0,0
2191,31641,1.0,0
2192,31873,0.0,0
2193,14340,0.0,1
2194,51167,1.0,0
2195,1445,1.0,1
2196,15599,1.0,0
2197,31761,1.0,1
2198,9539,0.0,0
2199,34933,0.0,0
2200,12161,0.0,0
2201,38773,0.0,0
2202,10630,0.0,1
2203,8772,1.0,0
2204,7301,0.0,1
2205,36320,0.0,1
2206,9472,0.0,1
2207,30870,0.0,1
2208,39617,0.0,1
2209,31586,0.0,1
2210,3723,0.0,1
2211,41760,0.0,0
2212,47358,1.0,1
2213,42133,0.0,0
2214,33228,0.0,1
2215,4326,0.0,1
2216,31006,0.0,0
2217,12272,0.0,0
2218,63519,1.0,1
2219,6844,0.0,1
2220,47612,1.0,1
2221,1482,0.0,1
2222,35888,1.0,0
2223,42527,1.0,1
2224,51841,1.0,0
2225,52869,0.0,0
2226,28323,0.0,1
2227,65286,1.0,1
2228,32337,0.0,1
2229,24859,0.0,1
2230,10885,1.0,1
2231,17793,0.0,0
2232,59773,0.0,1
2233,49261,1.0,0
2234,11179,1.0,0
2235,24708,0.0,1
2236,14059,1.0,0
2237,59840,0.0,0
2238,68939,0.0,0
2239,65010,0.0,0
2240,30096,0.0,0
2241,14774,0.0,0
2242,20033,1.0,0
2243,6651,1.0,0
2244,66811,0.0,0
2245,50322,1.0,1
2246,18451,0.0,1
2247,59783,1.0,1
2248,54857,0.0,1
2249,66034,1.0,0
2250,46781,0.0,1
2251,36771,1.0,1
2252,17192,0.0,1
2253,21975,0.0,0
2254,64241,0.0,0
2255,31431,0.0,1
2256,28447,0.0,0
2257,29664,1.0,1
2258,66636,0.0,0
2259,17921,1.0,1
2260,4741,0.0,1
2261,53201,0.0,1
2262,50002,0.0,1
2263,63189,1.0,1
2264,68360,1.0,1
2265,17566,0.0,0
2266,51592,0.0,0
2267,20201,1.0,0
2268,42447,1.0,1
2269,4922,1.0,0
2270,45411,1.0,0
2271,60972,1.0,0
2272,31429,1.0,1
2273,66765,1.0,1
2274,11715,0.0,0
2275,31850,1.0,0
2276,59546,0.0,0
2277,38435,1.0,1
2278,67770,1.0,0
2279,56576,1.0,1
2280,14258,1.0,0
2281,130,1.0,1
2282,37826,0.0,1
2283,57869,0.0,0
2284,35095,1.0,1
2285,52426,0.0,1
2286,66074,0.0,1
2287,18534,1.0,1
2288,11540,1.0,0
2289,52671,1.0,0
2290,24799,0.0,1
2291,47727,1.0,1
2292,32681,0.0,1
2293,18180,0.0,1
2294,29435,0.0,1
2295,61587,0.0,1
2296,9873,0.0,0
2297,65628,0.0,1
2298,58402,0.0,1
2299,58161,1.0,1
2300,12278,0.0,0
2301,66793,0.0,1
2302,14926,0.0,0
2303,33987,0.0,0
2304,29499,0.0,0
2305,37493,0.0,0
2306,13596,0.0,1
2307,58909,0.0,0
2308,10324,0.0,0
2309,62911,0.0,1
2310,1567,0.0,1
2311,62652,1.0,0
2312,46643,0.0,1
2313,65660,0.0,0
2314,46961,0.0,1
2315,58618,0.0,1
2316,35423,0.0,1
2317,55251,0.0,1
2318,52641,0.0,1
2319,38335,0.0,1
2320,26917,1.0,0
2321,61031,0.0,1
2322,47317,0.0,0
2323,37033,0.0,1
2324,67242,1.0,0
2325,743,0.0,1
2326,6149,0.0,0
2327,44420,0.0,1
2328,39493,0.0,0
2329,66219,1.0,1
2330,25807,1.0,1
2331,25092,0.0,1
2332,67420,0.0,0
2333,44172,0.0,1
2334,62117,0.0,0
2335,45952,0.0,1
2336,69374,0.0,0
2337,12505,0.0,0
2338,42956,0.0,1
2339,61665,0.0,1
2340,44219,0.0,1
2341,31820,1.0,1
2342,45237,1.0,1
2343,59505,0.0,0
2344,30164,1.0,0
2345,29244,0.0,1
2346,54440,0.0,1
2347,58035,0.0,1
2348,62007,0.0,0
2349,15313,0.0,1
2350,96,0.0,0
2351,28643,1.0,1
2352,40931,1.0,1
2353,39301,0.0,1
2354,57181,0.0,1
2355,42510,0.0,0
2356,41748,1.0,1
2357,11406,1.0,0
2358,24005,1.0,1
2359,66435,0.0,0
2360,54504,0.0,1
2361,46316,0.0,1
2362,66510,1.0,1
2363,33800,1.0,1
2364,56693,1.0,1
2365,66955,0.0,1
2366,43219,0.0,1
2367,9768,0.0,0
2368,39004,0.0,1
2369,69559,0.0,1
2370,20007,0.0,1
2371,15946,0.0,1
2372,49841,0.0,1
2373,55587,0.0,0
2374,51417,1.0,1
2375,69339,0.0,1
2376,22123,1.0,1
2377,48632,1.0,1
2378,4209,1.0,1
2379,50392,0.0,0
2380,51544,0.0,1
2381,23187,0.0,1
2382,56262,0.0,0
2383,51522,1.0,0
2384,3446,1.0,1
2385,66138,1.0,0
2386,2465,0.0,1
2387,22553,0.0,1
2388,51725,1.0,1
2389,54121,0.0,1
2390,46778,0.0,1
2391,39984,0.0,0
2392,4050,1.0,1
2393,1233,1.0,1
2394,3304,1.0,0
2395,27337,1.0,0
2396,42810,0.0,0
2397,50571,0.0,1
2398,20575,1.0,1
2399,3864,0.0,0
2400,52760,0.0,1
2401,61486,1.0,0
2402,16497,0.0,1
2403,67528,1.0,0
2404,62427,0.0,0
2405,25023,0.0,0
2406,60014,1.0,1
2407,32550,0.0,1
2408,65817,0.0,1
2409,15979,1.0,1
2410,50227,1.0,1
2411,62217,0.0,1
2412,2262,0.0,1
2413,49871,0.0,1
2414,27019,0.0,0
2415,39918,1.0,1
